threadId, averageNumTries, minNumTries, maxNumTries, averageWaitTime, minWaitTime, maxWaitTime, nThreads=1
0, 8.097080, 1, 52759, 0.000090, 0.000000, 0.881838
1, 9.974830, 1, 56379, 0.000074, 0.000002, 0.383197
2, 6.312560, 1, 44138, 0.000093, 0.000002, 0.658508
3, 8.150140, 1, 45896, 0.000099, 0.000002, 0.630292
4, 8.026280, 1, 79617, 0.000110, 0.000001, 1.142645
5, 5.578380, 1, 48497, 0.000108, 0.000000, 1.268619
6, 6.947860, 1, 69646, 0.000101, 0.000002, 0.804937
7, 8.978980, 1, 56381, 0.000081, 0.000002, 0.422147
8, 5.662380, 1, 38584, 0.000105, 0.000000, 1.024067
9, 7.144220, 1, 87248, 0.000114, 0.000001, 1.309117
10, 7.878480, 1, 63307, 0.000100, 0.000002, 0.995105
11, 6.421850, 1, 57832, 0.000098, 0.000003, 0.943316
12, 5.512660, 1, 42161, 0.000103, 0.000001, 0.995760
13, 6.761420, 1, 49171, 0.000104, 0.000001, 0.813062
14, 4.908980, 1, 34486, 0.000111, 0.000003, 1.088786
15, 7.568250, 1, 48183, 0.000094, 0.000001, 0.736143
16, 5.866150, 1, 56541, 0.000115, 0.000000, 1.564676
17, 6.029310, 1, 48046, 0.000110, 0.000000, 1.287877
18, 5.176330, 1, 81034, 0.000110, 0.000000, 1.325801
19, 9.925020, 1, 56145, 0.000081, 0.000002, 0.383212
20, 9.730260, 1, 55394, 0.000107, 0.000001, 0.943398
21, 6.236360, 1, 41825, 0.000111, 0.000002, 0.717417
22, 7.282400, 1, 79793, 0.000109, 0.000000, 0.961755
threadId, averageNumTries, minNumTries, maxNumTries, averageWaitTime, minWaitTime, maxWaitTime, nThreads=24
0, 4.330100, 1, 42573, 0.000059, 0.000000, 0.661037
1, 3.831750, 1, 41678, 0.000051, 0.000000, 0.619037
2, 4.503020, 1, 42759, 0.000068, 0.000000, 0.572170
3, 3.751900, 1, 35426, 0.000055, 0.000001, 0.574390
4, 4.163250, 1, 43706, 0.000079, 0.000001, 0.938147
5, 3.934900, 1, 39926, 0.000080, 0.000001, 0.479405
6, 4.596820, 1, 35671, 0.000075, 0.000003, 0.669556
7, 4.752360, 1, 30679, 0.000079, 0.000002, 0.477981
8, 4.696180, 1, 40090, 0.000065, 0.000001, 0.474605
9, 4.842790, 1, 43974, 0.000077, 0.000000, 0.618721
10, 4.892050, 1, 27852, 0.000077, 0.000000, 0.514457
11, 4.517310, 1, 36746, 0.000078, 0.000002, 0.562924
12, 4.526600, 1, 31561, 0.000065, 0.000003, 0.571589
13, 4.076800, 1, 26883, 0.000071, 0.000002, 0.659725
14, 4.325240, 1, 39342, 0.000073, 0.000001, 0.476592
15, 4.568460, 1, 42630, 0.000077, 0.000000, 0.668158
16, 4.419180, 1, 33899, 0.000079, 0.000002, 0.666730
17, 4.462100, 1, 58507, 0.000078, 0.000000, 0.895898
18, 5.344200, 1, 34295, 0.000082, 0.000002, 0.666641
19, 4.695560, 1, 55808, 0.000078, 0.000002, 0.763873
20, 3.863020, 1, 41675, 0.000078, 0.000003, 0.717484
21, 4.924250, 1, 43428, 0.000078, 0.000000, 0.622169
22, 4.078780, 1, 32602, 0.000077, 0.000001, 0.765201
23, 4.657160, 1, 45864, 0.000071, 0.000000, 0.714446
