threadId, Average Number of Tries, Minimum Number of Tries, Maximum Number of Tries, Average Wait Time (s), Minimum Wait Time (s), Maximum Wait Time (s), Number of Threads=1
threadId, Average Number of Tries, Minimum Number of Tries, Maximum Number of Tries, Average Wait Time (s), Minimum Wait Time (s), Maximum Wait Time (s), Number of Threads=19
0, 1.420270, 1, 8, 0.000008, 0.000000, 0.000240
1, 1.391480, 1, 9, 0.000008, 0.000002, 0.000288
2, 1.427050, 1, 10, 0.000008, 0.000001, 0.000286
3, 1.439060, 1, 8, 0.000009, 0.000003, 0.118506
4, 1.426810, 1, 7, 0.000008, 0.000003, 0.048101
5, 1.440140, 1, 10, 0.000008, 0.000002, 0.000308
6, 1.454720, 1, 8, 0.000014, 0.000001, 0.236915
7, 1.452960, 1, 11, 0.000012, 0.000001, 0.199804
8, 1.417430, 1, 10, 0.000013, 0.000000, 0.245774
9, 1.449490, 1, 9, 0.000010, 0.000002, 0.190727
10, 1.446720, 1, 8, 0.000014, 0.000001, 0.373410
11, 1.471610, 1, 9, 0.000014, 0.000003, 0.256678
12, 1.428340, 1, 8, 0.000010, 0.000000, 0.287075
13, 1.400460, 1, 10, 0.000006, 0.000000, 0.000885
14, 1.459730, 1, 10, 0.000010, 0.000001, 0.191532
15, 1.448610, 1, 10, 0.000011, 0.000000, 0.251554
16, 1.454930, 1, 10, 0.000011, 0.000002, 0.264601
17, 1.473870, 1, 9, 0.000008, 0.000002, 0.000213
18, 1.437710, 1, 10, 0.000008, 0.000002, 0.000541
threadId, Average Number of Tries, Minimum Number of Tries, Maximum Number of Tries, Average Wait Time (s), Minimum Wait Time (s), Maximum Wait Time (s), Number of Threads=20
0, 1.419820, 1, 9, 0.000008, 0.000000, 0.000195
1, 1.407170, 1, 8, 0.000008, 0.000002, 0.000154
2, 1.402520, 1, 9, 0.000008, 0.000002, 0.000154
3, 1.366340, 1, 9, 0.000008, 0.000001, 0.000366
4, 1.409640, 1, 12, 0.000016, 0.000002, 0.216170
5, 1.440930, 1, 9, 0.000013, 0.000001, 0.285798
6, 1.428060, 1, 12, 0.000011, 0.000001, 0.287426
7, 1.390090, 1, 8, 0.000014, 0.000000, 0.198361
8, 1.449050, 1, 11, 0.000009, 0.000001, 0.030818
